ID	DOCULECT	CONCEPT	IPA
1580	SOTEAPAN_ZOQUE	meat	maji
1581	MARIA_CHIMALAPA	meat	sis
1582	MIGUEL_CHIMALAPA	meat	ʃiʃ
1583	CHIAPAS_ZOQUE	meat	sis
1584	NORTH_HIGHLAND_MIXE	blood	nupun
1585	SOUTH_HIGHLAND_MIXE	blood	nəʔəpj
1586	LOWLAND_MIXE	blood	nəpj
1587	SAYULA_POPOLUCA	blood	nipin
1588	OLUTA_POPOLUCA	blood	nəpin
1589	TEXISTEPEC_ZOQUE	blood	dəʔəpiɲ
1590	SOTEAPAN_ZOQUE	blood	nəʔəpiɲ
1591	MARIA_CHIMALAPA	blood	nəpin
1592	MIGUEL_CHIMALAPA	blood	nəpinʔ
1593	CHIAPAS_ZOQUE	blood	nəpin
1594	NORTH_HIGHLAND_MIXE	bone	pak
1595	SOUTH_HIGHLAND_MIXE	bone	pak
1596	LOWLAND_MIXE	bone	pak
1597	SAYULA_POPOLUCA	bone	pak
1598	OLUTA_POPOLUCA	bone	pakə
1599	TEXISTEPEC_ZOQUE	bone	pak
1600	SOTEAPAN_ZOQUE	bone	pak
1601	MARIA_CHIMALAPA	bone	pak
1602	MIGUEL_CHIMALAPA	bone	pak
1603	CHIAPAS_ZOQUE	bone	pak
1604	NORTH_HIGHLAND_MIXE	grease	on
1605	SOUTH_HIGHLAND_MIXE	grease	on
1606	LOWLAND_MIXE	grease	win omb
1607	SAYULA_POPOLUCA	grease	oʔt͡sək
1608	OLUTA_POPOLUCA	grease	ona
1609	SOTEAPAN_ZOQUE	grease	pəhi
1610	MARIA_CHIMALAPA	grease	ɡrasa
1611	MIGUEL_CHIMALAPA	grease	jeweʔ
1612	CHIAPAS_ZOQUE	grease	kinə
1613	NORTH_HIGHLAND_MIXE	egg	tuʔut
1614	SOUTH_HIGHLAND_MIXE	egg	tut͡sah
1615	LOWLAND_MIXE	egg	tuʔutj
1616	SAYULA_POPOLUCA	egg	koj
1617	OLUTA_POPOLUCA	egg	tutik
1618	TEXISTEPEC_ZOQUE	egg	kanpuk
1619	SOTEAPAN_ZOQUE	egg	kanpu
1620	MARIA_CHIMALAPA	egg	poʔok
1621	MIGUEL_CHIMALAPA	egg	pohok
1622	CHIAPAS_ZOQUE	egg	poka
1623	NORTH_HIGHLAND_MIXE	horn	vah
1624	SOUTH_HIGHLAND_MIXE	horn	wah
1625	LOWLAND_MIXE	horn	mun
1626	SAYULA_POPOLUCA	horn	wah
1627	OLUTA_POPOLUCA	horn	vaha
1628	TEXISTEPEC_ZOQUE	horn	waŋaʔ
1629	MIGUEL_CHIMALAPA	horn	wekaʔ
1630	CHIAPAS_ZOQUE	horn	waʔ
1631	NORTH_HIGHLAND_MIXE	tail	tuʃta
1632	SOUTH_HIGHLAND_MIXE	tail	tut͡st
1633	LOWLAND_MIXE	tail	piʔiʃj
1634	SAYULA_POPOLUCA	tail	tuht͡s
1635	OLUTA_POPOLUCA	tail	tusta
1636	TEXISTEPEC_ZOQUE	tail	tut͡s
1637	SOTEAPAN_ZOQUE	tail	tut͡s
1638	MARIA_CHIMALAPA	tail	tut͡s
1639	MIGUEL_CHIMALAPA	tail	tut͡s
1640	CHIAPAS_ZOQUE	tail	tut͡s
1641	NORTH_HIGHLAND_MIXE	feather	pak
1642	SOUTH_HIGHLAND_MIXE	feather	pək
1643	LOWLAND_MIXE	feather	t͡seɲiʔi bək
1644	OLUTA_POPOLUCA	feather	pəkə
1645	TEXISTEPEC_ZOQUE	feather	pək
1646	SOTEAPAN_ZOQUE	feather	pək
1647	MARIA_CHIMALAPA	feather	pək
1648	MIGUEL_CHIMALAPA	feather	pək
1649	CHIAPAS_ZOQUE	feather	pək
1650	NORTH_HIGHLAND_MIXE	hair	vaj
1651	SOUTH_HIGHLAND_MIXE	hair	waj
1652	LOWLAND_MIXE	hair	waj
1653	TEXISTEPEC_ZOQUE	hair	waj
1654	SOTEAPAN_ZOQUE	hair	waj
1655	MARIA_CHIMALAPA	hair	waj
1656	MIGUEL_CHIMALAPA	hair	wajʔ
1657	CHIAPAS_ZOQUE	hair	waj
1658	NORTH_HIGHLAND_MIXE	head	kuvak
1659	SOUTH_HIGHLAND_MIXE	head	kəpak
1660	LOWLAND_MIXE	head	kowak
1661	SAYULA_POPOLUCA	head	kopak
1662	OLUTA_POPOLUCA	head	kopak
1663	TEXISTEPEC_ZOQUE	head	kopək
1664	SOTEAPAN_ZOQUE	head	kobak
1665	MARIA_CHIMALAPA	head	waj
1666	MIGUEL_CHIMALAPA	head	kopak
1667	CHIAPAS_ZOQUE	head	kopak
1668	NORTH_HIGHLAND_MIXE	ear	tat͡sk
1669	SOUTH_HIGHLAND_MIXE	ear	tat͡sk
1670	SAYULA_POPOLUCA	ear	tat͡sək
1671	OLUTA_POPOLUCA	ear	tat͡sək
1672	TEXISTEPEC_ZOQUE	ear	tat͡sək
1673	SOTEAPAN_ZOQUE	ear	tat͡sek
1674	MARIA_CHIMALAPA	ear	tat͡sək
1675	MIGUEL_CHIMALAPA	ear	tat͡sək
1676	CHIAPAS_ZOQUE	ear	tat͡sək
1677	NORTH_HIGHLAND_MIXE	eye	vin
1678	SOUTH_HIGHLAND_MIXE	eye	wen
1679	LOWLAND_MIXE	eye	win
1680	SAYULA_POPOLUCA	eye	win
1681	OLUTA_POPOLUCA	eye	vinə
1682	TEXISTEPEC_ZOQUE	eye	eʃ kuʔ
1683	SOTEAPAN_ZOQUE	eye	iʃ kuj
1684	MARIA_CHIMALAPA	eye	witəm
1685	MIGUEL_CHIMALAPA	eye	wotəm
1686	CHIAPAS_ZOQUE	eye	win
1687	NORTH_HIGHLAND_MIXE	nose	həp
1688	SOUTH_HIGHLAND_MIXE	nose	həp
1689	LOWLAND_MIXE	nose	həp put
1690	SAYULA_POPOLUCA	nose	həp
1691	OLUTA_POPOLUCA	nose	həpə
1692	TEXISTEPEC_ZOQUE	nose	keɲ kuj
1693	SOTEAPAN_ZOQUE	nose	kiɲi
1694	MARIA_CHIMALAPA	nose	kinə
1695	MIGUEL_CHIMALAPA	nose	kinək
1696	CHIAPAS_ZOQUE	nose	kinə
1697	NORTH_HIGHLAND_MIXE	mouth	ah
1698	LOWLAND_MIXE	mouth	awak
1699	SAYULA_POPOLUCA	mouth	aʰʷ
1700	OLUTA_POPOLUCA	mouth	avə
1701	TEXISTEPEC_ZOQUE	mouth	həp
1702	SOTEAPAN_ZOQUE	mouth	həp
1703	MARIA_CHIMALAPA	mouth	həp
1704	MIGUEL_CHIMALAPA	mouth	həp
1705	CHIAPAS_ZOQUE	mouth	aŋnaka
1706	NORTH_HIGHLAND_MIXE	tooth	tət͡s
1707	SOUTH_HIGHLAND_MIXE	tooth	tət͡s
1708	LOWLAND_MIXE	tooth	tət͡s
1709	SAYULA_POPOLUCA	tooth	tət͡s
1710	OLUTA_POPOLUCA	tooth	tət͡sə
1711	TEXISTEPEC_ZOQUE	tooth	tət͡s
1712	SOTEAPAN_ZOQUE	tooth	tət͡s
1713	MARIA_CHIMALAPA	tooth	tət͡s
1714	MIGUEL_CHIMALAPA	tooth	tət͡s
1715	CHIAPAS_ZOQUE	tooth	tət͡s
1716	NORTH_HIGHLAND_MIXE	tongue	tot͡s
1717	SOUTH_HIGHLAND_MIXE	tongue	tot͡s
1718	LOWLAND_MIXE	tongue	tot͡s
1719	SAYULA_POPOLUCA	tongue	tot͡s
1720	OLUTA_POPOLUCA	tongue	tot͡sə
1721	SOTEAPAN_ZOQUE	tongue	tot͡s
1722	MARIA_CHIMALAPA	tongue	jen kuj
1723	MIGUEL_CHIMALAPA	tongue	tot͡s
1724	CHIAPAS_ZOQUE	tongue	tot͡s
1725	NORTH_HIGHLAND_MIXE	claw	ʃək
1726	SOUTH_HIGHLAND_MIXE	claw	ʃokj
1727	LOWLAND_MIXE	claw	ʃokj
1728	SAYULA_POPOLUCA	claw	ʃok
1729	OLUTA_POPOLUCA	claw	ʃoki
1730	TEXISTEPEC_ZOQUE	claw	kəʔ t͡suks
1731	SOTEAPAN_ZOQUE	claw	kət͡səs
1732	MARIA_CHIMALAPA	claw	kət͡sus
1733	MIGUEL_CHIMALAPA	claw	kət͡suʃ
1734	CHIAPAS_ZOQUE	claw	kət͡ʃus
1735	NORTH_HIGHLAND_MIXE	foot	tek
1736	SOUTH_HIGHLAND_MIXE	foot	tekj
1737	LOWLAND_MIXE	foot	tekj
1738	SAYULA_POPOLUCA	foot	tan
1739	OLUTA_POPOLUCA	foot	kəʃta
1740	TEXISTEPEC_ZOQUE	foot	pak
1741	SOTEAPAN_ZOQUE	foot	puj
1742	MARIA_CHIMALAPA	foot	maŋ kuj
1743	MIGUEL_CHIMALAPA	foot	maŋ kujʔ
1744	CHIAPAS_ZOQUE	foot	neŋ bak
1745	NORTH_HIGHLAND_MIXE	knee	koʃ
1746	SOUTH_HIGHLAND_MIXE	knee	koʃ
1747	LOWLAND_MIXE	knee	koʃkowak
1748	SAYULA_POPOLUCA	knee	koʃk
1749	OLUTA_POPOLUCA	knee	koʃo
1750	TEXISTEPEC_ZOQUE	knee	koso
1751	SOTEAPAN_ZOQUE	knee	koso
1752	MARIA_CHIMALAPA	knee	koma
1753	MIGUEL_CHIMALAPA	knee	komaʔ
1754	CHIAPAS_ZOQUE	knee	tuŋupjok
1755	NORTH_HIGHLAND_MIXE	hand	kəʔə
1756	SOUTH_HIGHLAND_MIXE	hand	kəʔə
1757	LOWLAND_MIXE	hand	kəʔ
1758	SAYULA_POPOLUCA	hand	kəʔ
1759	OLUTA_POPOLUCA	hand	kəʔ
1760	TEXISTEPEC_ZOQUE	hand	kəʔ
1761	SOTEAPAN_ZOQUE	hand	kə
1762	MARIA_CHIMALAPA	hand	kəʔ
1763	MIGUEL_CHIMALAPA	hand	t͡saŋ kujʔ
1764	CHIAPAS_ZOQUE	hand	kəʔ
1765	NORTH_HIGHLAND_MIXE	neck	jokt
1766	SOUTH_HIGHLAND_MIXE	neck	jokt
1767	LOWLAND_MIXE	neck	joʔok pak
1768	SAYULA_POPOLUCA	neck	jok
1769	TEXISTEPEC_ZOQUE	neck	kən kəʔ
1770	MIGUEL_CHIMALAPA	neck	wintuʔ
1771	CHIAPAS_ZOQUE	neck	kənə
1772	NORTH_HIGHLAND_MIXE	heart	havin
1773	SOUTH_HIGHLAND_MIXE	heart	anmə haʔan
1774	LOWLAND_MIXE	heart	hukj hot
1775	OLUTA_POPOLUCA	heart	hutukotə
1776	TEXISTEPEC_ZOQUE	heart	t͡sokoʔ
1777	SOTEAPAN_ZOQUE	heart	anamah
1778	MARIA_CHIMALAPA	heart	t͡sokoj
1779	MIGUEL_CHIMALAPA	heart	t͡sokojʔ
1780	CHIAPAS_ZOQUE	heart	t͡sokaj
1781	NORTH_HIGHLAND_MIXE	liver	nə hot
1782	SOUTH_HIGHLAND_MIXE	liver	hot
1783	LOWLAND_MIXE	liver	hot
1784	SAYULA_POPOLUCA	liver	hot
1785	OLUTA_POPOLUCA	liver	təshotə
1786	TEXISTEPEC_ZOQUE	liver	t͡sokoʔ
1787	SOTEAPAN_ZOQUE	liver	t͡soɡoj
1788	MARIA_CHIMALAPA	liver	t͡sokoj
1789	MIGUEL_CHIMALAPA	liver	pat
1790	CHIAPAS_ZOQUE	liver	pat
1791	NORTH_HIGHLAND_MIXE	drink	uk
1792	SOUTH_HIGHLAND_MIXE	drink	uk
1793	LOWLAND_MIXE	drink	uk
1794	SAYULA_POPOLUCA	drink	uk
1795	OLUTA_POPOLUCA	drink	uk
1796	TEXISTEPEC_ZOQUE	drink	uk
1797	SOTEAPAN_ZOQUE	drink	uk
1798	MARIA_CHIMALAPA	drink	uk
1799	MIGUEL_CHIMALAPA	drink	uk
1800	CHIAPAS_ZOQUE	drink	uhk
1801	NORTH_HIGHLAND_MIXE	eat	kaj
1802	SOUTH_HIGHLAND_MIXE	eat	kɛj
1803	LOWLAND_MIXE	eat	kaj
1804	SAYULA_POPOLUCA	eat	kaj
1805	OLUTA_POPOLUCA	eat	kaj
1806	TEXISTEPEC_ZOQUE	eat	kəʔəs
1807	SOTEAPAN_ZOQUE	eat	kəʔəs
1808	MARIA_CHIMALAPA	eat	kəs oj
1809	MIGUEL_CHIMALAPA	eat	kəʃ
1810	CHIAPAS_ZOQUE	eat	kəs
1811	NORTH_HIGHLAND_MIXE	bite	t͡suʔut͡s
1812	SOUTH_HIGHLAND_MIXE	bite	t͡suʔut͡s
1813	LOWLAND_MIXE	bite	not͡s
1814	SAYULA_POPOLUCA	bite	kutoʔ
1815	OLUTA_POPOLUCA	bite	t͡sut͡s
1816	TEXISTEPEC_ZOQUE	bite	ket͡s
1817	SOTEAPAN_ZOQUE	bite	was
1818	MIGUEL_CHIMALAPA	bite	waʃ
1819	CHIAPAS_ZOQUE	bite	ket͡s
1820	NORTH_HIGHLAND_MIXE	see	iʃ
1821	SOUTH_HIGHLAND_MIXE	see	eʃ
1822	LOWLAND_MIXE	see	iʃ
1823	SAYULA_POPOLUCA	see	iʃ
1824	TEXISTEPEC_ZOQUE	see	eʃ
1825	SOTEAPAN_ZOQUE	see	iʔiʃ
1826	MARIA_CHIMALAPA	see	is
1827	MIGUEL_CHIMALAPA	see	iʃ
1828	CHIAPAS_ZOQUE	see	is
1829	NORTH_HIGHLAND_MIXE	hear	motu
1830	SOUTH_HIGHLAND_MIXE	hear	məto
1831	LOWLAND_MIXE	hear	mədoɡuɡəʔ
1832	SAYULA_POPOLUCA	hear	maraw
1833	OLUTA_POPOLUCA	hear	motov
1834	TEXISTEPEC_ZOQUE	hear	batəŋ
1835	SOTEAPAN_ZOQUE	hear	aŋ tən
1836	MARIA_CHIMALAPA	hear	matoŋ
1837	MIGUEL_CHIMALAPA	hear	matoŋ
1838	CHIAPAS_ZOQUE	hear	matoŋ
1839	NORTH_HIGHLAND_MIXE	know	nəhava
1840	SOUTH_HIGHLAND_MIXE	know	naw
1841	LOWLAND_MIXE	know	newəj
1842	SAYULA_POPOLUCA	know	hawi
1843	OLUTA_POPOLUCA	know	vinij
1844	TEXISTEPEC_ZOQUE	know	bus
1845	SOTEAPAN_ZOQUE	know	hodoŋ
1846	MARIA_CHIMALAPA	know	mus
1847	MIGUEL_CHIMALAPA	know	muʃ
1848	CHIAPAS_ZOQUE	know	mus
1849	NORTH_HIGHLAND_MIXE	sleep	maʔa
1850	SOUTH_HIGHLAND_MIXE	sleep	maʔa
1851	LOWLAND_MIXE	sleep	maʔ
1852	SAYULA_POPOLUCA	sleep	maʔ
1853	OLUTA_POPOLUCA	sleep	ma
1854	TEXISTEPEC_ZOQUE	sleep	boŋ
1855	SOTEAPAN_ZOQUE	sleep	moŋ
1856	MARIA_CHIMALAPA	sleep	moŋ
1857	MIGUEL_CHIMALAPA	sleep	kap nej
1858	CHIAPAS_ZOQUE	sleep	əŋ
1859	NORTH_HIGHLAND_MIXE	die	oʔk
1860	SOUTH_HIGHLAND_MIXE	die	ok
1861	LOWLAND_MIXE	die	oʔok
1862	SAYULA_POPOLUCA	die	oʔk
1863	OLUTA_POPOLUCA	die	ok
1864	TEXISTEPEC_ZOQUE	die	kaʔ
1865	SOTEAPAN_ZOQUE	die	kaʔ
1866	MARIA_CHIMALAPA	die	kah
1867	MIGUEL_CHIMALAPA	die	kaʔ
1868	CHIAPAS_ZOQUE	die	kaʔ
1869	NORTH_HIGHLAND_MIXE	kill	jak ʔok
1870	SOUTH_HIGHLAND_MIXE	kill	ɛk ok
1871	LOWLAND_MIXE	kill	jah oʔok
1872	SAYULA_POPOLUCA	kill	aɡ oʔk
1873	OLUTA_POPOLUCA	kill	jak ok
1874	TEXISTEPEC_ZOQUE	kill	jakaʔ
1875	SOTEAPAN_ZOQUE	kill	ik kaʔ
1876	MARIA_CHIMALAPA	kill	jak kah
1877	MIGUEL_CHIMALAPA	kill	jak ʔoj
1878	CHIAPAS_ZOQUE	kill	jah kaʔ
1879	NORTH_HIGHLAND_MIXE	swim	nə vun
1880	SOUTH_HIGHLAND_MIXE	swim	nə jum
1881	LOWLAND_MIXE	swim	jab
1882	SAYULA_POPOLUCA	swim	jun
1883	OLUTA_POPOLUCA	swim	jun
1884	TEXISTEPEC_ZOQUE	swim	pən
1885	SOTEAPAN_ZOQUE	swim	pun
1886	MARIA_CHIMALAPA	swim	jun
1887	MIGUEL_CHIMALAPA	swim	juk
1888	CHIAPAS_ZOQUE	swim	hemu
1889	NORTH_HIGHLAND_MIXE	walk	joʔoj
1890	SOUTH_HIGHLAND_MIXE	walk	joʔoj
1891	LOWLAND_MIXE	walk	joʔoj
1892	SAYULA_POPOLUCA	walk	joj
1893	OLUTA_POPOLUCA	walk	vit
1894	TEXISTEPEC_ZOQUE	walk	wet͡ʃ
1895	SOTEAPAN_ZOQUE	walk	witʲ
1896	MIGUEL_CHIMALAPA	walk	wit
1897	CHIAPAS_ZOQUE	walk	wit
1898	NORTH_HIGHLAND_MIXE	come	met͡s
1899	SOUTH_HIGHLAND_MIXE	come	men
1900	LOWLAND_MIXE	come	min
1901	SAYULA_POPOLUCA	come	min
1902	OLUTA_POPOLUCA	come	min
1903	TEXISTEPEC_ZOQUE	come	beɲ
1904	SOTEAPAN_ZOQUE	come	miɲ
1905	MARIA_CHIMALAPA	come	min
1906	MIGUEL_CHIMALAPA	come	min
1907	CHIAPAS_ZOQUE	come	min
1908	NORTH_HIGHLAND_MIXE	lie	mava
1909	SOUTH_HIGHLAND_MIXE	lie	koʔok
1910	LOWLAND_MIXE	lie	koʔok
1911	SAYULA_POPOLUCA	lie	kəmna
1912	OLUTA_POPOLUCA	lie	ʃok
1913	TEXISTEPEC_ZOQUE	lie	kas deʔ
1914	SOTEAPAN_ZOQUE	lie	woneʔe
1915	MARIA_CHIMALAPA	lie	moŋ kətake
1916	MIGUEL_CHIMALAPA	lie	moŋ
1917	CHIAPAS_ZOQUE	lie	əkɡek
1918	NORTH_HIGHLAND_MIXE	sit	t͡suna
1919	SOUTH_HIGHLAND_MIXE	sit	t͡sən
1920	LOWLAND_MIXE	sit	injəj
1921	SAYULA_POPOLUCA	sit	t͡səna
1922	OLUTA_POPOLUCA	sit	huni
1923	TEXISTEPEC_ZOQUE	sit	kon
1924	SOTEAPAN_ZOQUE	sit	koɲ
1925	MARIA_CHIMALAPA	sit	t͡sənaj
1926	MIGUEL_CHIMALAPA	sit	t͡sən
1927	CHIAPAS_ZOQUE	sit	poks
1928	NORTH_HIGHLAND_MIXE	stand	tena
1929	SOUTH_HIGHLAND_MIXE	stand	tənɛj
1930	LOWLAND_MIXE	stand	tenaj
1931	SAYULA_POPOLUCA	stand	tena
1932	OLUTA_POPOLUCA	stand	tenij
1933	TEXISTEPEC_ZOQUE	stand	hop deʔ
1934	SOTEAPAN_ZOQUE	stand	teɲ
1935	MIGUEL_CHIMALAPA	stand	ten
1936	CHIAPAS_ZOQUE	stand	tenaj
1937	NORTH_HIGHLAND_MIXE	give	məʔə
1938	SOUTH_HIGHLAND_MIXE	give	jak
1939	LOWLAND_MIXE	give	moʔ
1940	SAYULA_POPOLUCA	give	moj
1941	OLUTA_POPOLUCA	give	moj
1942	TEXISTEPEC_ZOQUE	give	t͡ʃeʔ
1943	SOTEAPAN_ZOQUE	give	t͡ʃiʔ
1944	MARIA_CHIMALAPA	give	t͡siʔ
1945	MIGUEL_CHIMALAPA	give	t͡siʔ
1946	CHIAPAS_ZOQUE	give	t͡ʃiʔ
1947	NORTH_HIGHLAND_MIXE	say	vaʔaɲ
1948	SOUTH_HIGHLAND_MIXE	say	nə kapʃ
1949	LOWLAND_MIXE	say	mənan
1950	SAYULA_POPOLUCA	say	nəm
1951	OLUTA_POPOLUCA	say	nəm
1952	TEXISTEPEC_ZOQUE	say	dəm
1953	SOTEAPAN_ZOQUE	say	nəm
1954	MARIA_CHIMALAPA	say	nəm
1955	MIGUEL_CHIMALAPA	say	nəm
1956	CHIAPAS_ZOQUE	say	nəm
1957	NORTH_HIGHLAND_MIXE	sun	ʃə
1958	SOUTH_HIGHLAND_MIXE	sun	ʃəʔan
1959	LOWLAND_MIXE	sun	ʃə
1960	SAYULA_POPOLUCA	sun	ʃəw
1961	OLUTA_POPOLUCA	sun	ʃəvə
1962	TEXISTEPEC_ZOQUE	sun	ham
1963	SOTEAPAN_ZOQUE	sun	hama
1964	MARIA_CHIMALAPA	sun	hama
1965	MIGUEL_CHIMALAPA	sun	hama
1966	CHIAPAS_ZOQUE	sun	hama
1967	NORTH_HIGHLAND_MIXE	moon	poʔo
1968	SOUTH_HIGHLAND_MIXE	moon	poʔo
1969	LOWLAND_MIXE	moon	poʔ
1970	SAYULA_POPOLUCA	moon	poʔ
1971	OLUTA_POPOLUCA	moon	poʔa
1972	TEXISTEPEC_ZOQUE	moon	poj
1973	SOTEAPAN_ZOQUE	moon	poja
1974	MARIA_CHIMALAPA	moon	sepeʔ
1975	MIGUEL_CHIMALAPA	moon	ʃepeʔ
1976	CHIAPAS_ZOQUE	moon	pojah
1977	NORTH_HIGHLAND_MIXE	star	mat͡sa
1978	SOUTH_HIGHLAND_MIXE	star	mat͡saʔa
1979	LOWLAND_MIXE	star	mat͡saʔ
1980	SAYULA_POPOLUCA	star	mat͡s
1981	OLUTA_POPOLUCA	star	mat͡saʔaʔk
1982	TEXISTEPEC_ZOQUE	star	bat͡saʔ
1983	SOTEAPAN_ZOQUE	star	mat͡sa
1984	MARIA_CHIMALAPA	star	mat͡saʔ
1985	MIGUEL_CHIMALAPA	star	mat͡saʔ
1986	CHIAPAS_ZOQUE	star	mat͡sa
1987	NORTH_HIGHLAND_MIXE	water	nə
1988	SOUTH_HIGHLAND_MIXE	water	nəh
1989	LOWLAND_MIXE	water	nə
1990	SAYULA_POPOLUCA	water	nəʔ
1991	OLUTA_POPOLUCA	water	nəhə
1992	TEXISTEPEC_ZOQUE	water	dəʔ
1993	SOTEAPAN_ZOQUE	water	nə
1994	MARIA_CHIMALAPA	water	nəʔ
1995	MIGUEL_CHIMALAPA	water	nəʔ
1996	CHIAPAS_ZOQUE	water	nəʔ
1997	NORTH_HIGHLAND_MIXE	rain	tu
1998	SOUTH_HIGHLAND_MIXE	rain	tuh
1999	LOWLAND_MIXE	rain	tu
2000	SAYULA_POPOLUCA	rain	tu
2001	OLUTA_POPOLUCA	rain	tuhə
2002	TEXISTEPEC_ZOQUE	rain	tuh
2003	SOTEAPAN_ZOQUE	rain	tuh
2004	MARIA_CHIMALAPA	rain	tuh
2005	MIGUEL_CHIMALAPA	rain	tuh
2006	CHIAPAS_ZOQUE	rain	tuh
2007	NORTH_HIGHLAND_MIXE	stone	t͡sa
2008	SOUTH_HIGHLAND_MIXE	stone	t͡sah
2009	LOWLAND_MIXE	stone	t͡sa
2010	SAYULA_POPOLUCA	stone	t͡saʔ
2011	OLUTA_POPOLUCA	stone	t͡sahə
2012	TEXISTEPEC_ZOQUE	stone	t͡saʔ
2013	SOTEAPAN_ZOQUE	stone	t͡sa
2014	MARIA_CHIMALAPA	stone	t͡saʔ
2015	MIGUEL_CHIMALAPA	stone	t͡saʔ
2016	CHIAPAS_ZOQUE	stone	t͡saʔ
2017	NORTH_HIGHLAND_MIXE	sand	puʔu
2018	SOUTH_HIGHLAND_MIXE	sand	puʔu
2019	LOWLAND_MIXE	sand	puʔ
2020	SAYULA_POPOLUCA	sand	poj
2021	OLUTA_POPOLUCA	sand	puʔə
2022	TEXISTEPEC_ZOQUE	sand	poʔoj
2023	SOTEAPAN_ZOQUE	sand	poʔoj
2024	MARIA_CHIMALAPA	sand	haweʔ
2025	MIGUEL_CHIMALAPA	sand	poeʔ
2026	CHIAPAS_ZOQUE	sand	wana
2027	NORTH_HIGHLAND_MIXE	earth	naʃ
2028	SOUTH_HIGHLAND_MIXE	earth	naʃ wiɲət
2029	LOWLAND_MIXE	earth	tət͡sʔak
2030	SAYULA_POPOLUCA	earth	naʃ
2031	OLUTA_POPOLUCA	earth	naʃə
2032	TEXISTEPEC_ZOQUE	earth	das
2033	SOTEAPAN_ZOQUE	earth	nas
2034	MARIA_CHIMALAPA	earth	nas
2035	MIGUEL_CHIMALAPA	earth	naʃ
2036	CHIAPAS_ZOQUE	earth	nas
2037	NORTH_HIGHLAND_MIXE	cloud	vinut͡s
2038	SOUTH_HIGHLAND_MIXE	cloud	nəmaʔa
2039	LOWLAND_MIXE	cloud	hok
2040	SAYULA_POPOLUCA	cloud	win tuk
2041	OLUTA_POPOLUCA	cloud	vin hojek
2042	TEXISTEPEC_ZOQUE	cloud	uʔksuʔ
2043	SOTEAPAN_ZOQUE	cloud	uksə
2044	MIGUEL_CHIMALAPA	cloud	inəʔ
2045	CHIAPAS_ZOQUE	cloud	oʔna
2046	NORTH_HIGHLAND_MIXE	smoke	hok
2047	SOUTH_HIGHLAND_MIXE	smoke	hok
2048	LOWLAND_MIXE	smoke	hən hok
2049	SAYULA_POPOLUCA	smoke	wiʃik
2050	OLUTA_POPOLUCA	smoke	hoko
2051	TEXISTEPEC_ZOQUE	smoke	hok
2052	SOTEAPAN_ZOQUE	smoke	hoko
2053	MARIA_CHIMALAPA	smoke	oʔmaʔ
2054	MIGUEL_CHIMALAPA	smoke	omaʔ
2055	CHIAPAS_ZOQUE	smoke	hokoh
2056	NORTH_HIGHLAND_MIXE	fire	hən
2057	SOUTH_HIGHLAND_MIXE	fire	hən
2058	SAYULA_POPOLUCA	fire	hən
2059	OLUTA_POPOLUCA	fire	hənə
2060	TEXISTEPEC_ZOQUE	fire	hukut
2061	SOTEAPAN_ZOQUE	fire	huktə
2062	MARIA_CHIMALAPA	fire	hukutə
2063	MIGUEL_CHIMALAPA	fire	aʔt͡səʔ
2064	CHIAPAS_ZOQUE	fire	hukətək
2065	NORTH_HIGHLAND_MIXE	ashes	ham
2066	SOUTH_HIGHLAND_MIXE	ashes	ham
2067	LOWLAND_MIXE	ashes	kuj ham
2068	SAYULA_POPOLUCA	ashes	kuj ham
2069	OLUTA_POPOLUCA	ashes	hamə
2070	TEXISTEPEC_ZOQUE	ashes	kujam
2071	SOTEAPAN_ZOQUE	ashes	kuj ham
2072	MARIA_CHIMALAPA	ashes	kuj ham
2073	MIGUEL_CHIMALAPA	ashes	kuj ham
2074	CHIAPAS_ZOQUE	ashes	kuj ham
2075	NORTH_HIGHLAND_MIXE	burn	toj
2076	SOUTH_HIGHLAND_MIXE	burn	t͡saʔaj
2077	LOWLAND_MIXE	burn	noʔok
2078	SAYULA_POPOLUCA	burn	ak toj
2079	OLUTA_POPOLUCA	burn	jak toj
2080	TEXISTEPEC_ZOQUE	burn	doʔ tokeɲ
2081	SOTEAPAN_ZOQUE	burn	noʔ
2082	MARIA_CHIMALAPA	burn	kəŋ
2083	MIGUEL_CHIMALAPA	burn	poŋ
2084	CHIAPAS_ZOQUE	burn	poŋ
2085	NORTH_HIGHLAND_MIXE	road	tuʔ
2086	SOUTH_HIGHLAND_MIXE	road	tuʔu
2087	LOWLAND_MIXE	road	tuʔ
2088	SAYULA_POPOLUCA	road	tow
2089	OLUTA_POPOLUCA	road	tuʔaw
2090	TEXISTEPEC_ZOQUE	road	tuŋ
2091	SOTEAPAN_ZOQUE	road	tuŋ
2092	MARIA_CHIMALAPA	road	tuŋ
2093	MIGUEL_CHIMALAPA	road	tuŋ
2094	CHIAPAS_ZOQUE	road	tuŋ
2095	NORTH_HIGHLAND_MIXE	mountain	kopk
2096	SOUTH_HIGHLAND_MIXE	mountain	kokp
2097	LOWLAND_MIXE	mountain	koʔoɡop
2098	SAYULA_POPOLUCA	mountain	kopak
2099	OLUTA_POPOLUCA	mountain	kopak
2100	TEXISTEPEC_ZOQUE	mountain	kot͡sək
2101	SOTEAPAN_ZOQUE	mountain	kot͡sək
2102	MIGUEL_CHIMALAPA	mountain	kot͡sək
