ID	DOCULECT	CONCEPT	IPA
1608	MOPAN	many	jab
1609	MAYA_YUCATAN	many	jaʔabʼ
1610	LACANDON	many	jab
1611	HUASTEC	one	hun
1612	CHICOMUCELTEC	one	hun
1613	TOJOLABAL	one	xune
1614	CHUJ	one	xun
1615	MOCHO	one	hun
1616	JACALTEC	one	hun
1617	QANJOBAL_SANTA_EULALIA	one	xun
1618	ACATECO_SAN_MIGUEL_ACATAN	one	hun
1619	IXIL_CHAJUL	one	wal
1620	AGUACATEC	one	xun
1621	TECO_TECTITAN	one	xun
1622	MAM_NORTHERN	one	xun
1623	SIPAKAPENSE	one	xun
1624	SACAPULTECO_SACAPULAS_CENTRO	one	xun
1625	CENTRAL_QUICHE	one	xun
1626	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	one	xun
1627	TZUTUJIL_SAN_JUAN_LA_LAGUNA	one	xun
1628	POQOMCHI_WESTERN	one	xinax
1629	POCOMAM_EASTERN	one	xanax
1630	USPANTEKO	one	xun
1631	EASTERN_KEKCHI_CAHABON	one	xun
1632	ZINACANTAN_TZOTZIL	one	hun
1633	TZELTAL_BACHAJON	one	xun
1634	CHOL_TUMBALA	one	xum
1635	CHONTAL_TABASCO	one	un
1636	CHORTI	one	in
1637	ITZAJ	one	hun
1638	MOPAN	one	xuntul
1639	MAYA_YUCATAN	one	hun
1640	LACANDON	one	turiʔ
1641	HUASTEC	two	t͡sab
1642	CHICOMUCELTEC	two	t͡ʃateew
1643	TOJOLABAL	two	t͡ʃabʼ
1644	CHUJ	two	t͡ʃaʔab
1645	MOCHO	two	kabʼ
1646	JACALTEC	two	kap
1647	QANJOBAL_SANTA_EULALIA	two	kabʼ
1648	ACATECO_SAN_MIGUEL_ACATAN	two	kabʼ
1649	IXIL_CHAJUL	two	kawal
1650	AGUACATEC	two	kob
1651	TECO_TECTITAN	two	kabʼe
1652	MAM_NORTHERN	two	kab
1653	SIPAKAPENSE	two	kʼʲebʼ
1654	SACAPULTECO_SACAPULAS_CENTRO	two	kiʔabʼ
1655	CENTRAL_QUICHE	two	kiebʼ
1656	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	two	kaʔiʔ
1657	TZUTUJIL_SAN_JUAN_LA_LAGUNA	two	kaʔiʔ
1658	POQOMCHI_WESTERN	two	kibʼ
1659	POCOMAM_EASTERN	two	kiʔimʔ
1660	USPANTEKO	two	kibʼ
1661	EASTERN_KEKCHI_CAHABON	two	kaʔibʼ
1662	ZINACANTAN_TZOTZIL	two	t͡ʃaʔ
1663	TZELTAL_BACHAJON	two	t͡ʃeb
1664	CHOL_TUMBALA	two	t͡ʃaʔ
1665	CHONTAL_TABASCO	two	t͡ʃaʔ
1666	CHORTI	two	t͡ʃaʔ
1667	ITZAJ	two	ka
1668	MOPAN	two	kaʔtul
1669	MAYA_YUCATAN	two	kaʔa
1670	LACANDON	two	kaʔ
1671	HUASTEC	long	nakat
1672	CHICOMUCELTEC	long	nakat
1673	TOJOLABAL	long	naxat
1674	CHUJ	long	nat
1675	MOCHO	long	man
1676	JACALTEC	long	nahata
1677	QANJOBAL_SANTA_EULALIA	long	ʃoqan
1678	ACATECO_SAN_MIGUEL_ACATAN	long	hoxan
1679	IXIL_CHAJUL	long	nim_toq
1680	AGUACATEC	long	nim_tqanil
1681	TECO_TECTITAN	long	nim_toq
1682	MAM_NORTHERN	long	ʃʲukbi
1683	SIPAKAPENSE	long	nim_raqan
1684	SACAPULTECO_SACAPULAS_CENTRO	long	joqajik
1685	CENTRAL_QUICHE	long	nim
1686	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	long	tix_raqan
1687	TZUTUJIL_SAN_JUAN_LA_LAGUNA	long	nim_raqan
1688	POQOMCHI_WESTERN	long	nimroq
1689	POCOMAM_EASTERN	long	nim_ruaq
1690	USPANTEKO	long	nim_raqan
1691	EASTERN_KEKCHI_CAHABON	long	nim_roq
1692	ZINACANTAN_TZOTZIL	long	bit͡sbit͡s
1693	TZELTAL_BACHAJON	long	nat
1694	CHOL_TUMBALA	long	tam
1695	CHONTAL_TABASCO	long	tam
1696	CHORTI	long	innat
1697	ITZAJ	long	t͡ʃawak
1698	MOPAN	long	t͡ʃawak
1699	MAYA_YUCATAN	long	t͡ʃowak
1700	LACANDON	long	t͡ʃuwak
1701	HUASTEC	woman	uʃum
1702	CHICOMUCELTEC	woman	uʃum
1703	TOJOLABAL	woman	iʃuk
1704	CHUJ	woman	iʃ
1705	MOCHO	woman	iʃoq
1706	JACALTEC	woman	iʃ
1707	QANJOBAL_SANTA_EULALIA	woman	iʃ
1708	ACATECO_SAN_MIGUEL_ACATAN	woman	iʃ
1709	IXIL_CHAJUL	woman	iʃoq
1710	AGUACATEC	woman	ʃnan
1711	TECO_TECTITAN	woman	ʃux
1712	MAM_NORTHERN	woman	ʃux
1713	SIPAKAPENSE	woman	iʃaq
1714	SACAPULTECO_SACAPULAS_CENTRO	woman	iʃaq
1715	CENTRAL_QUICHE	woman	iʃoq
1716	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	woman	iʃoq
1717	TZUTUJIL_SAN_JUAN_LA_LAGUNA	woman	iʃoq
1718	POQOMCHI_WESTERN	woman	ʃoq
1719	POCOMAM_EASTERN	woman	iʃoq
1720	EASTERN_KEKCHI_CAHABON	woman	iʃq
1721	ZINACANTAN_TZOTZIL	woman	ant͡s
1722	TZELTAL_BACHAJON	woman	ant͡s
1723	CHOL_TUMBALA	woman	ʃiʃik
1724	CHONTAL_TABASCO	woman	iʃik
1725	CHORTI	woman	iʃik
1726	ITZAJ	woman	iʃt͡ʃʼup
1727	MOPAN	woman	iʃt͡ʃʼup
1728	MAYA_YUCATAN	woman	ʃt͡ʃʼup
1729	LACANDON	woman	ʃkik
1730	HUASTEC	man	inik
1731	CHICOMUCELTEC	man	inikkimalom
1732	TOJOLABAL	man	winik
1733	CHUJ	man	winak
1734	MOCHO	man	winaq
1735	JACALTEC	man	nax
1736	QANJOBAL_SANTA_EULALIA	man	winaq
1737	ACATECO_SAN_MIGUEL_ACATAN	man	winax
1738	IXIL_CHAJUL	man	winaq
1739	AGUACATEC	man	jax
1740	TECO_TECTITAN	man	it͡ʃan
1741	MAM_NORTHERN	man	ʃinaq
1742	SIPAKAPENSE	man	at͡ʃi
1743	SACAPULTECO_SACAPULAS_CENTRO	man	at͡ʃiŋ
1744	CENTRAL_QUICHE	man	at͡ʃi
1745	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	man	at͡ʃin
1746	TZUTUJIL_SAN_JUAN_LA_LAGUNA	man	at͡ʃi
1747	POQOMCHI_WESTERN	man	winaq
1748	POCOMAM_EASTERN	man	imas
1749	USPANTEKO	man	wanaq
1750	EASTERN_KEKCHI_CAHABON	man	winq
1751	ZINACANTAN_TZOTZIL	man	vinik
1752	TZELTAL_BACHAJON	man	winik
1753	CHOL_TUMBALA	man	winik
1754	CHONTAL_TABASCO	man	winik
1755	CHORTI	man	winik
1756	ITZAJ	man	winik
1757	MOPAN	man	winik
1758	MAYA_YUCATAN	man	ʃibʼ
1759	LACANDON	man	ʃib
1760	HUASTEC	person	tenek
1761	CHICOMUCELTEC	person	inik
1762	TOJOLABAL	person	wiⁿkil
1763	MOCHO	person	winaq
1764	IXIL_CHAJUL	person	xal
1765	AGUACATEC	person	wunak
1766	TECO_TECTITAN	person	ʃxal
1767	MAM_NORTHERN	person	ʃxal
1768	SIPAKAPENSE	person	wnaq
1769	SACAPULTECO_SACAPULAS_CENTRO	person	wanaq
1770	CENTRAL_QUICHE	person	winaq
1771	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	person	winaq
1772	TZUTUJIL_SAN_JUAN_LA_LAGUNA	person	winaq
1773	POCOMAM_EASTERN	person	winaq
1774	CHONTAL_TABASCO	person	winik
1775	CHORTI	person	winikop
1776	ITZAJ	person	mak
1777	MAYA_YUCATAN	person	winik
1778	LACANDON	person	winik
1779	HUASTEC	fish	toʔol
1780	CHICOMUCELTEC	fish	toʔol
1781	TOJOLABAL	fish	t͡ʃaj
1782	CHUJ	fish	t͡ʃaj
1783	MOCHO	fish	kat͡ʃ
1784	JACALTEC	fish	kaj
1785	QANJOBAL_SANTA_EULALIA	fish	caj
1786	ACATECO_SAN_MIGUEL_ACATAN	fish	caj
1787	IXIL_CHAJUL	fish	caj
1788	AGUACATEC	fish	kəj
1789	TECO_TECTITAN	fish	moj
1790	MAM_NORTHERN	fish	kʲiʃ
1791	SIPAKAPENSE	fish	kar
1792	SACAPULTECO_SACAPULAS_CENTRO	fish	kar
1793	CENTRAL_QUICHE	fish	kər
1794	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	fish	kar
1795	TZUTUJIL_SAN_JUAN_LA_LAGUNA	fish	t͡ʃuʔ
1796	POQOMCHI_WESTERN	fish	kar
1797	POCOMAM_EASTERN	fish	kar
1798	USPANTEKO	fish	kar
1799	EASTERN_KEKCHI_CAHABON	fish	kar
1800	ZINACANTAN_TZOTZIL	fish	t͡ʃoj
1801	TZELTAL_BACHAJON	fish	t͡ʃaj
1802	CHOL_TUMBALA	fish	t͡ʃəj
1803	CHONTAL_TABASCO	fish	but͡ʃʼ
1804	CHORTI	fish	t͡ʃaj
1805	ITZAJ	fish	kəj
1806	MOPAN	fish	t͡ʃʼilam
1807	MAYA_YUCATAN	fish	kaj
1808	LACANDON	fish	kəj
1809	HUASTEC	dog	pikʼoʔ
1810	CHICOMUCELTEC	dog	sul
1811	TOJOLABAL	dog	t͡sʼiʔ
1812	CHUJ	dog	t͡sʼiʔ
1813	MOCHO	dog	t͡ʃʼiʔ
1814	JACALTEC	dog	met͡ʃ_t͡sʼiʔ
1815	QANJOBAL_SANTA_EULALIA	dog	cʼiʔ
1816	ACATECO_SAN_MIGUEL_ACATAN	dog	cʼiʔ
1817	IXIL_CHAJUL	dog	cʼiʔ
1818	AGUACATEC	dog	t͡ʃʼiʔ
1819	TECO_TECTITAN	dog	cʼijan
1820	MAM_NORTHERN	dog	t͡ʃʼʲan
1821	SIPAKAPENSE	dog	t͡sʼiʔ
1822	SACAPULTECO_SACAPULAS_CENTRO	dog	t͡sʼeʔ
1823	CENTRAL_QUICHE	dog	t͡sʼiʔ
1824	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	dog	t͡sʼeʔ
1825	TZUTUJIL_SAN_JUAN_LA_LAGUNA	dog	t͡sʼiʔ
1826	POQOMCHI_WESTERN	dog	t͡sʼiʔ
1827	POCOMAM_EASTERN	dog	t͡sʼi
1828	USPANTEKO	dog	cʼiʔ
1829	EASTERN_KEKCHI_CAHABON	dog	t͡ʃʼiʔ
1830	ZINACANTAN_TZOTZIL	dog	t͡sʼiʔ
1831	TZELTAL_BACHAJON	dog	t͡sʼiʔ
1832	CHOL_TUMBALA	dog	t͡sʼiʔ
1833	CHONTAL_TABASCO	dog	wit͡ʃuʔ
1834	CHORTI	dog	t͡sʼiʔ
1835	ITZAJ	dog	pekʼ
1836	MOPAN	dog	pekʼ
1837	MAYA_YUCATAN	dog	pekʼ
1838	LACANDON	dog	pekʼ
1839	HUASTEC	louse	ut͡sʼ
1840	CHICOMUCELTEC	louse	ut͡ʃʼ
1841	TOJOLABAL	louse	ukʼ
1842	CHUJ	louse	ukʼ
1843	MOCHO	louse	ukʼ
1844	JACALTEC	louse	ukʼ
1845	QANJOBAL_SANTA_EULALIA	louse	ukʼ
1846	ACATECO_SAN_MIGUEL_ACATAN	louse	ukʼ
1847	IXIL_CHAJUL	louse	ukʼ
1848	AGUACATEC	louse	kʼuʃ
1849	TECO_TECTITAN	louse	ukʼ
1850	MAM_NORTHERN	louse	ʃqukʼ
1851	SIPAKAPENSE	louse	squkʼ
1852	SACAPULTECO_SACAPULAS_CENTRO	louse	okʼ
1853	CENTRAL_QUICHE	louse	ukʼ
1854	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	louse	ukʼ
1855	TZUTUJIL_SAN_JUAN_LA_LAGUNA	louse	ukʼ
1856	POQOMCHI_WESTERN	louse	ukʼ
1857	POCOMAM_EASTERN	louse	ukʼ
1858	USPANTEKO	louse	suqʼukʼ
1859	EASTERN_KEKCHI_CAHABON	louse	ukʼ
1860	ZINACANTAN_TZOTZIL	louse	ut͡ʃʼ
1861	TZELTAL_BACHAJON	louse	ut͡ʃʼ
1862	CHOL_TUMBALA	louse	ut͡ʃʼ
1863	CHONTAL_TABASCO	louse	ut͡ʃʼ
1864	CHORTI	louse	uʔt͡ʃ
1865	ITZAJ	louse	ukʼ
1866	MOPAN	louse	ukʼ
1867	MAYA_YUCATAN	louse	ukʼ
1868	LACANDON	louse	ukʼ
1869	HUASTEC	tree	teʔ
1870	CHICOMUCELTEC	tree	teʔ
1871	TOJOLABAL	tree	teʔ
1872	CHUJ	tree	teʔ
1873	MOCHO	tree	teʔ
1874	JACALTEC	tree	kʼeptax
1875	QANJOBAL_SANTA_EULALIA	tree	teʔ
1876	ACATECO_SAN_MIGUEL_ACATAN	tree	teʔ
1877	IXIL_CHAJUL	tree	t͡seʔ
1878	AGUACATEC	tree	t͡seʔ
1879	TECO_TECTITAN	tree	t͡seʔ
1880	MAM_NORTHERN	tree	t͡seʔ
1881	SIPAKAPENSE	tree	t͡ʃeʔ
1882	SACAPULTECO_SACAPULAS_CENTRO	tree	t͡ʃeʔ
1883	CENTRAL_QUICHE	tree	t͡ʃeʔ
1884	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	tree	t͡ʃeʔ
1885	TZUTUJIL_SAN_JUAN_LA_LAGUNA	tree	t͡ʃeʔ
1886	POQOMCHI_WESTERN	tree	t͡ʃeʔ
1887	POCOMAM_EASTERN	tree	t͡ʃieʔ
1888	USPANTEKO	tree	t͡ʃeʔ
1889	EASTERN_KEKCHI_CAHABON	tree	t͡ʃeʔ
1890	ZINACANTAN_TZOTZIL	tree	teʔ
1891	TZELTAL_BACHAJON	tree	teʔ
1892	CHOL_TUMBALA	tree	teʔ
1893	CHONTAL_TABASCO	tree	teʔ
1894	CHORTI	tree	teʔ
1895	ITZAJ	tree	t͡ʃeʔ
1896	MOPAN	tree	t͡ʃeʔ
1897	MAYA_YUCATAN	tree	t͡ʃeʔ
1898	LACANDON	tree	t͡ʃeʔ
1899	TOJOLABAL	seed	inat
1900	CHUJ	seed	iŋat
1901	MOCHO	seed	iŋat
1902	JACALTEC	seed	iŋat
1903	QANJOBAL_SANTA_EULALIA	seed	inat
1904	IXIL_CHAJUL	seed	ija
1905	AGUACATEC	seed	ix
1906	TECO_TECTITAN	seed	ixax
1907	MAM_NORTHERN	seed	ijax
1908	SIPAKAPENSE	seed	ixaʔ
1909	SACAPULTECO_SACAPULAS_CENTRO	seed	ixaʔ
1910	CENTRAL_QUICHE	seed	ixaʔ
1911	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	seed	ixat͡s
1912	TZUTUJIL_SAN_JUAN_LA_LAGUNA	seed	ixat͡s
1913	POQOMCHI_WESTERN	seed	ixaʔ
1914	USPANTEKO	seed	fxax
1915	EASTERN_KEKCHI_CAHABON	seed	ijax
1916	ZINACANTAN_TZOTZIL	seed	bekʼ
1917	CHOL_TUMBALA	seed	bəkʼ
1918	CHONTAL_TABASCO	seed	bekʼ
1919	CHORTI	seed	hinah
1920	ITZAJ	seed	nekʼ
1921	MAYA_YUCATAN	seed	nekʼ
1922	LACANDON	seed	nekʼ
1923	HUASTEC	leaf	ʃeklek
1924	CHICOMUCELTEC	leaf	ʃekelteʔ
1925	TOJOLABAL	leaf	spowil
1926	CHUJ	leaf	ʃil_teʔ
1927	MOCHO	leaf	ʃaq
1928	JACALTEC	leaf	ʃax
1929	QANJOBAL_SANTA_EULALIA	leaf	ʃaq
1930	ACATECO_SAN_MIGUEL_ACATAN	leaf	ʃax_teʔ
1931	IXIL_CHAJUL	leaf	ʃaq
1932	AGUACATEC	leaf	ʃaq
1933	TECO_TECTITAN	leaf	caq_kʼul
1934	MAM_NORTHERN	leaf	ʃaq
1935	SIPAKAPENSE	leaf	ʃaq
1936	SACAPULTECO_SACAPULAS_CENTRO	leaf	raʃaq
1937	CENTRAL_QUICHE	leaf	uʃaq
1938	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	leaf	ruʃaq
1939	TZUTUJIL_SAN_JUAN_LA_LAGUNA	leaf	ruʃaq
1940	POQOMCHI_WESTERN	leaf	ʃaq
1941	POCOMAM_EASTERN	leaf	ʃaq
1942	USPANTEKO	leaf	ʃaq
1943	EASTERN_KEKCHI_CAHABON	leaf	ʃaq
1944	ZINACANTAN_TZOTZIL	leaf	anal
1945	TZELTAL_BACHAJON	leaf	jabinal
1946	CHOL_TUMBALA	leaf	jopom
1947	CHONTAL_TABASCO	leaf	u_jopo
1948	CHORTI	leaf	ujopor
1949	ITZAJ	leaf	leʔ
1950	MOPAN	leaf	leʔ_t͡ʃeʔ
1951	MAYA_YUCATAN	leaf	leʔ
1952	LACANDON	leaf	reʔ
1953	HUASTEC	root	iblab
1954	TOJOLABAL	root	jet͡ʃ
1955	CHUJ	root	t͡ʃʼaŋl_jip
1956	MOCHO	root	iŋtil
1957	JACALTEC	root	ʃeʔ
1958	QANJOBAL_SANTA_EULALIA	root	ʃeʔ
1959	ACATECO_SAN_MIGUEL_ACATAN	root	ʃeʔ_teʔ
1960	IXIL_CHAJUL	root	taqʼil
1961	AGUACATEC	root	takl
1962	TECO_TECTITAN	root	tlokʼ
1963	MAM_NORTHERN	root	tlokʼ
1964	SIPAKAPENSE	root	ʃeʔ
1965	SACAPULTECO_SACAPULAS_CENTRO	root	rakʼamal
1966	CENTRAL_QUICHE	root	seraʔ
1967	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	root	ruʃeʔ
1968	TZUTUJIL_SAN_JUAN_LA_LAGUNA	root	ruʃeʔ
1969	POQOMCHI_WESTERN	root	raʔ
1970	POCOMAM_EASTERN	root	kʼahamil_t͡ʃieʔ
1971	USPANTEKO	root	raʔ
1972	EASTERN_KEKCHI_CAHABON	root	ʃeʔ
1973	ZINACANTAN_TZOTZIL	root	ibel
1974	TZELTAL_BACHAJON	root	lopʼ
1975	CHOL_TUMBALA	root	wiʔ
1976	CHONTAL_TABASCO	root	wiʔ
1977	CHORTI	root	wir
1978	ITZAJ	root	mot͡s
1979	MOPAN	root	kan_t͡ʃeʔ
1980	MAYA_YUCATAN	root	mot͡s
1981	HUASTEC	bark	otʼlab
1982	CHICOMUCELTEC	bark	otoʃteʔ
1983	TOJOLABAL	bark	pat
1984	CHUJ	bark	xokbal_teʔ
1985	JACALTEC	bark	t͡sʼumal
1986	QANJOBAL_SANTA_EULALIA	bark	cʼumal_teʔ
1987	ACATECO_SAN_MIGUEL_ACATAN	bark	jin
1988	IXIL_CHAJUL	bark	tiʔ
1989	AGUACATEC	bark	xalkʼokʼil
1990	TECO_TECTITAN	bark	ɧolmisal_t͡seʔ
1991	MAM_NORTHERN	bark	komal
1992	SIPAKAPENSE	bark	ix
1993	SACAPULTECO_SACAPULAS_CENTRO	bark	ix
1994	CENTRAL_QUICHE	bark	ix
1995	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	bark	rix
1996	TZUTUJIL_SAN_JUAN_LA_LAGUNA	bark	rix
1997	POQOMCHI_WESTERN	bark	ix
1998	POCOMAM_EASTERN	bark	rix_t͡ʃieʔ
1999	USPANTEKO	bark	rex_t͡ʃeʔ
2000	EASTERN_KEKCHI_CAHABON	bark	rix
2001	ZINACANTAN_TZOTZIL	bark	patil
2002	TZELTAL_BACHAJON	bark	pat
2003	CHONTAL_TABASCO	bark	u_pat_teʔ
2004	CHORTI	bark	pat
2005	ITZAJ	bark	pat͡ʃ_t͡ʃeʔ
2006	MOPAN	bark	pat͡ʃ_t͡ʃeʔ
2007	LACANDON	bark	sor
2008	HUASTEC	skin	otʼlab
2009	CHICOMUCELTEC	skin	otʼol
2010	TOJOLABAL	skin	t͡sʼuxmil
2011	CHUJ	skin	t͡sʼumal
2012	MOCHO	skin	t͡sʼum
2013	JACALTEC	skin	t͡sʼumal
2014	QANJOBAL_SANTA_EULALIA	skin	t͡sʼumal
2015	ACATECO_SAN_MIGUEL_ACATAN	skin	cʼum
2016	IXIL_CHAJUL	skin	t͡sʼumal
2017	AGUACATEC	skin	t͡sʼuml
2018	TECO_TECTITAN	skin	t͡sʼumal
2019	MAM_NORTHERN	skin	t͡sʼumile
2020	SIPAKAPENSE	skin	tʲoxil
2021	SACAPULTECO_SACAPULAS_CENTRO	skin	t͡sʼumal
2022	CENTRAL_QUICHE	skin	t͡sʼum
2023	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	skin	t͡sʼumal
2024	TZUTUJIL_SAN_JUAN_LA_LAGUNA	skin	t͡sʼumal
2025	POQOMCHI_WESTERN	skin	t͡sʼumal
2026	POCOMAM_EASTERN	skin	ix
2027	USPANTEKO	skin	t͡sʼumal
2028	EASTERN_KEKCHI_CAHABON	skin	t͡sʼumal
2029	ZINACANTAN_TZOTZIL	skin	nukulal
2030	TZELTAL_BACHAJON	skin	nukul
2031	CHOL_TUMBALA	skin	pət͡ʃəl
2032	CHONTAL_TABASCO	skin	pət͡ʃi
2033	CHORTI	skin	pat
2034	ITZAJ	skin	kʼew
2035	MOPAN	skin	kʼewel
2036	MAYA_YUCATAN	skin	kʼewel
2037	LACANDON	skin	otʼ
2038	HUASTEC	meat	tʼulek
2039	CHICOMUCELTEC	meat	tʼul
2040	TOJOLABAL	meat	bʼakʼet
2041	CHUJ	meat	t͡ʃibx
2042	MOCHO	meat	baqʼet͡ʃ
2043	JACALTEC	meat	t͡ʃibe
2044	QANJOBAL_SANTA_EULALIA	meat	t͡ʃibʼex
2045	ACATECO_SAN_MIGUEL_ACATAN	meat	t͡ʃibʼe
2046	IXIL_CHAJUL	meat	t͡ʃibʼ
2047	AGUACATEC	meat	t͡ʃibax
2048	TECO_TECTITAN	meat	t͡ʃibʼx
2049	MAM_NORTHERN	meat	t͡ʃib
2050	SIPAKAPENSE	meat	tʲax
2051	SACAPULTECO_SACAPULAS_CENTRO	meat	tiʔex
2052	CENTRAL_QUICHE	meat	tix
2053	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	meat	tiʔ
2054	TZUTUJIL_SAN_JUAN_LA_LAGUNA	meat	tiʔix
2055	POQOMCHI_WESTERN	meat	tiwik
2056	POCOMAM_EASTERN	meat	tiʔ
2057	USPANTEKO	meat	tinik
2058	EASTERN_KEKCHI_CAHABON	meat	tibʼ
2059	ZINACANTAN_TZOTZIL	meat	bekʼtal
2060	TZELTAL_BACHAJON	meat	bakʼet
2061	CHOL_TUMBALA	meat	weʔel
2062	CHONTAL_TABASCO	meat	u_bekʼta
2063	CHORTI	meat	wer
2064	ITZAJ	meat	bəkʼ
2065	MOPAN	meat	bəkʼ
2066	MAYA_YUCATAN	meat	bʼakʼ
2067	LACANDON	meat	bəkʼ
2068	HUASTEC	blood	ʃit͡sʼ
2069	CHICOMUCELTEC	blood	ʃit͡ʃʼ
2070	TOJOLABAL	blood	t͡ʃikʼel
2071	CHUJ	blood	t͡ʃikʼil
2072	MOCHO	blood	kikʼ
2073	JACALTEC	blood	t͡ʃikil
2074	QANJOBAL_SANTA_EULALIA	blood	t͡ʃikʼ
2075	ACATECO_SAN_MIGUEL_ACATAN	blood	t͡ʃikʼ
2076	IXIL_CHAJUL	blood	kaq
2077	AGUACATEC	blood	aʃt͡ʃʼel
2078	TECO_TECTITAN	blood	kʲikʼ
2079	MAM_NORTHERN	blood	t͡ʃkʼe
2080	SIPAKAPENSE	blood	kikʼ
2081	SACAPULTECO_SACAPULAS_CENTRO	blood	kikʼ
2082	CENTRAL_QUICHE	blood	kikʼel
2083	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	blood	kikʼ
2084	TZUTUJIL_SAN_JUAN_LA_LAGUNA	blood	kikʼ
2085	POQOMCHI_WESTERN	blood	kikʼ
2086	POCOMAM_EASTERN	blood	kikʼ
2087	USPANTEKO	blood	kikʼ
2088	EASTERN_KEKCHI_CAHABON	blood	kikʼ
2089	ZINACANTAN_TZOTZIL	blood	t͡ʃʼit͡ʃʼelil
2090	TZELTAL_BACHAJON	blood	t͡ʃʼit͡ʃʼ
2091	CHOL_TUMBALA	blood	t͡ʃʼit͡ʃʼ
2092	CHONTAL_TABASCO	blood	t͡ʃʼit͡ʃʼ
2093	CHORTI	blood	t͡ʃʼit͡ʃʼ
2094	ITZAJ	blood	kʼikʼ
2095	MOPAN	blood	kʼikʼ
2096	MAYA_YUCATAN	blood	kʼiʔikʼ
2097	LACANDON	blood	kʼikʼ
2098	HUASTEC	bone	beklek
2099	CHICOMUCELTEC	bone	weklek
2100	TOJOLABAL	bone	bʼak
2101	CHUJ	bone	bak
2102	MOCHO	bone	baq
2103	JACALTEC	bone	bʼax
2104	QANJOBAL_SANTA_EULALIA	bone	bʼaq
2105	ACATECO_SAN_MIGUEL_ACATAN	bone	bʼax
2106	IXIL_CHAJUL	bone	bʼaq
2107	AGUACATEC	bone	baq
2108	TECO_TECTITAN	bone	bʼaq
2109	MAM_NORTHERN	bone	baq
2110	SIPAKAPENSE	bone	bʼaq
2111	SACAPULTECO_SACAPULAS_CENTRO	bone	bʼaq
2112	CENTRAL_QUICHE	bone	bʼaq
2113	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	bone	bʼaq
2114	TZUTUJIL_SAN_JUAN_LA_LAGUNA	bone	bʼaq
2115	POQOMCHI_WESTERN	bone	bʼaq
2116	POCOMAM_EASTERN	bone	wʼaq
2117	USPANTEKO	bone	bʼaq
2118	EASTERN_KEKCHI_CAHABON	bone	bʼaq
2119	ZINACANTAN_TZOTZIL	bone	bak
2120	TZELTAL_BACHAJON	bone	bak
2121	CHOL_TUMBALA	bone	bak
2122	CHONTAL_TABASCO	bone	bak
2123	CHORTI	bone	bak
2124	ITZAJ	bone	bak
2125	MOPAN	bone	bak
2126	MAYA_YUCATAN	bone	bʼak
2127	LACANDON	bone	bak
2128	HUASTEC	grease	pemej
2129	TOJOLABAL	grease	jet͡sel
2130	ZINACANTAN_TZOTZIL	grease	hupʼel
2131	CHONTAL_TABASCO	grease	pokʼma
2132	CHORTI	grease	t͡ʃʼit͡ʃmar
2133	ITZAJ	grease	polok
2134	MAYA_YUCATAN	grease	t͡sat͡s
2135	LACANDON	grease	t͡ʃat͡ʃ
2136	CHICOMUCELTEC	egg	ul
2137	TOJOLABAL	egg	nolobʼ
2138	CHUJ	egg	ŋolob
2139	MOCHO	egg	kʼolkʼot͡ʃ
2140	JACALTEC	egg	hos
2141	QANJOBAL_SANTA_EULALIA	egg	xos
2142	ACATECO_SAN_MIGUEL_ACATAN	egg	hos
2143	IXIL_CHAJUL	egg	kʼolobʼ
2144	AGUACATEC	egg	xox
2145	TECO_TECTITAN	egg	xos
2146	MAM_NORTHERN	egg	xos
2147	SIPAKAPENSE	egg	mlobʼ
2148	SACAPULTECO_SACAPULAS_CENTRO	egg	saqmalobʼ
2149	CENTRAL_QUICHE	egg	saqmol
2150	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	egg	saqmoloʔ
2151	TZUTUJIL_SAN_JUAN_LA_LAGUNA	egg	saqmol
2152	POQOMCHI_WESTERN	egg	milox
2153	POCOMAM_EASTERN	egg	malox
2154	USPANTEKO	egg	saqmolobʼ
2155	EASTERN_KEKCHI_CAHABON	egg	molbʼ
2156	ZINACANTAN_TZOTZIL	egg	tanal
2157	TZELTAL_BACHAJON	egg	tomut
2158	CHOL_TUMBALA	egg	tumut
