DOCULECT	iso_code	CONCEPT	global_id	local_id	ASJP	cogid	notes	IPA	ID
SOUTH_HIGHLAND_MIXE	mxp	earth	1228	79	naS wi53t	1		naʃ_wiɲət	696
LOWLAND_MIXE	mco	earth	1228	79	t3c7ak	1		tət͡sʔak	697
SAYULA_POPOLUCA	pos	earth	1228	79	naS	1		naʃ	698
OLUTA_POPOLUCA	plo	earth	1228	79	naS3	1		naʃə	699
TEXISTEPEC_ZOQUE	poq	earth	1228	79	das	1		das	700
SOTEAPAN_ZOQUE	poi	earth	1228	79	nas	1		nas	701
MARIA_CHIMALAPA	zoh	earth	1228	79	nas	1		nas	702
MIGUEL_CHIMALAPA	zoh	earth	1228	79	naS	1		naʃ	703
CHIAPAS_ZOQUE	zoc	earth	1228	79	nas	1		nas	704
NORTH_HIGHLAND_MIXE	mto	cloud	1489	80	vinuc	1		vinut͡s	705
SOUTH_HIGHLAND_MIXE	mxp	cloud	1489	80	n3ma7a	5		nəmaʔa	706
LOWLAND_MIXE	mco	cloud	1489	80	hok	2		hok	707
SAYULA_POPOLUCA	pos	cloud	1489	80	win tuk	1		win_tuk	708
OLUTA_POPOLUCA	plo	cloud	1489	80	vin hoyek	1		vin_hojek	709
TEXISTEPEC_ZOQUE	poq	cloud	1489	80	u7ksu7	4		uʔksuʔ	710
SOTEAPAN_ZOQUE	poi	cloud	1489	80	uks3	4		uksə	711
MIGUEL_CHIMALAPA	zoh	cloud	1489	80	in37	1		inəʔ	712
CHIAPAS_ZOQUE	zoc	cloud	1489	80	o7na	3		oʔna	713
NORTH_HIGHLAND_MIXE	mto	smoke	778	81	hok	1		hok	714
SOUTH_HIGHLAND_MIXE	mxp	smoke	778	81	hok	1		hok	715
LOWLAND_MIXE	mco	smoke	778	81	h3n hok	1		hən_hok	716
SAYULA_POPOLUCA	pos	smoke	778	81	wiSik	2		wiʃik	717
OLUTA_POPOLUCA	plo	smoke	778	81	hoko	1		hoko	718
TEXISTEPEC_ZOQUE	poq	smoke	778	81	hok	1		hok	719
SOTEAPAN_ZOQUE	poi	smoke	778	81	hoko	1		hoko	720
MARIA_CHIMALAPA	zoh	smoke	778	81	o7ma7	3		oʔmaʔ	721
MIGUEL_CHIMALAPA	zoh	smoke	778	81	oma7	3		omaʔ	722
CHIAPAS_ZOQUE	zoc	smoke	778	81	hokoh	1		hokoh	723
NORTH_HIGHLAND_MIXE	mto	fire	221	82	h3n	1		hən	724
SOUTH_HIGHLAND_MIXE	mxp	fire	221	82	h3n	1		hən	725
SAYULA_POPOLUCA	pos	fire	221	82	h3n	1		hən	726
OLUTA_POPOLUCA	plo	fire	221	82	h3n3	1		hənə	727
TEXISTEPEC_ZOQUE	poq	fire	221	82	hukut	2		hukut	728
SOTEAPAN_ZOQUE	poi	fire	221	82	hukt3	2		huktə	729
MARIA_CHIMALAPA	zoh	fire	221	82	hukut3	2		hukutə	730
MIGUEL_CHIMALAPA	zoh	fire	221	82	a7c37	3		aʔt͡səʔ	731
CHIAPAS_ZOQUE	zoc	fire	221	82	huk3t3k	2		hukətək	732
NORTH_HIGHLAND_MIXE	mto	ashes	646	83	ham	2		ham	733
SOUTH_HIGHLAND_MIXE	mxp	ashes	646	83	ham	2		ham	734
LOWLAND_MIXE	mco	ashes	646	83	kuy ham	1		kuj_ham	735
SAYULA_POPOLUCA	pos	ashes	646	83	kuy ham	1		kuj_ham	736
OLUTA_POPOLUCA	plo	ashes	646	83	ham3	2		hamə	737
TEXISTEPEC_ZOQUE	poq	ashes	646	83	kuyam	1		kujam	738
SOTEAPAN_ZOQUE	poi	ashes	646	83	kuy ham	1		kuj_ham	739
MARIA_CHIMALAPA	zoh	ashes	646	83	kuy ham	1		kuj_ham	740
MIGUEL_CHIMALAPA	zoh	ashes	646	83	kuy ham	1		kuj_ham	741
CHIAPAS_ZOQUE	zoc	ashes	646	83	kuy ham	1		kuj_ham	742
NORTH_HIGHLAND_MIXE	mto	burn	2102	84	toy	1		toj	743
SOUTH_HIGHLAND_MIXE	mxp	burn	2102	84	ca7ay	8		t͡saʔaj	744
LOWLAND_MIXE	mco	burn	2102	84	no7ok	2		noʔok	745
SAYULA_POPOLUCA	pos	burn	2102	84	ak toy	3		ak_toj	746
OLUTA_POPOLUCA	plo	burn	2102	84	yak toy	3		jak_toj	747
TEXISTEPEC_ZOQUE	poq	burn	2102	84	do7 toke5	5		doʔ_tokeɲ	748
SOTEAPAN_ZOQUE	poi	burn	2102	84	no7	6		noʔ	749
MARIA_CHIMALAPA	zoh	burn	2102	84	k3N	7		kəŋ	750
MIGUEL_CHIMALAPA	zoh	burn	2102	84	poN	4		poŋ	751
CHIAPAS_ZOQUE	zoc	burn	2102	84	poN	4		poŋ	752
NORTH_HIGHLAND_MIXE	mto	road	667	85	tu7	1		tuʔ	753
SOUTH_HIGHLAND_MIXE	mxp	road	667	85	tu7u	1		tuʔu	754
LOWLAND_MIXE	mco	road	667	85	tu7	1		tuʔ	755
SAYULA_POPOLUCA	pos	road	667	85	tow	1		tow	756
OLUTA_POPOLUCA	plo	road	667	85	tu7aw	1		tuʔaw	757
TEXISTEPEC_ZOQUE	poq	road	667	85	tuN	1		tuŋ	758
SOTEAPAN_ZOQUE	poi	road	667	85	tuN	1		tuŋ	759
MARIA_CHIMALAPA	zoh	road	667	85	tuN	1		tuŋ	760
MIGUEL_CHIMALAPA	zoh	road	667	85	tuN	1		tuŋ	761
CHIAPAS_ZOQUE	zoc	road	667	85	tuN	1		tuŋ	762
NORTH_HIGHLAND_MIXE	mto	mountain	639	86	kopk	1		kopk	763
SOUTH_HIGHLAND_MIXE	mxp	mountain	639	86	kokp	1		kokp	764
LOWLAND_MIXE	mco	mountain	639	86	ko7ogop	1	also: kop	koʔoɡop	765
SAYULA_POPOLUCA	pos	mountain	639	86	kopak	1		kopak	766
OLUTA_POPOLUCA	plo	mountain	639	86	kopak	1		kopak	767
TEXISTEPEC_ZOQUE	poq	mountain	639	86	koc3k	2		kot͡sək	768
SOTEAPAN_ZOQUE	poi	mountain	639	86	koc3k	2		kot͡sək	769
MIGUEL_CHIMALAPA	zoh	mountain	639	86	koc3k	2		kot͡sək	770
CHIAPAS_ZOQUE	zoc	mountain	639	86	koc3k	2		kot͡sək	771
NORTH_HIGHLAND_MIXE	mto	red	156	87	capc	1		t͡sapt͡s	772
SOUTH_HIGHLAND_MIXE	mxp	red	156	87	caps	1		t͡saps	773
LOWLAND_MIXE	mco	red	156	87	capc	1		t͡sapt͡s	774
SAYULA_POPOLUCA	pos	red	156	87	cabac	1		t͡sabat͡s	775
OLUTA_POPOLUCA	plo	red	156	87	capas	1		t͡sapas	776
TEXISTEPEC_ZOQUE	poq	red	156	87	capac	1		t͡sapat͡s	777
SOTEAPAN_ZOQUE	poi	red	156	87	cabac	1		t͡sabat͡s	778
MARIA_CHIMALAPA	zoh	red	156	87	capac	1		t͡sapat͡s	779
MIGUEL_CHIMALAPA	zoh	red	156	87	capac	1		t͡sapat͡s	780
CHIAPAS_ZOQUE	zoc	red	156	87	capas	1		t͡sapas	781
NORTH_HIGHLAND_MIXE	mto	green	1425	88	cuSk	1		t͡suʃk	782
SOUTH_HIGHLAND_MIXE	mxp	green	1425	88	cuSk	1		t͡suʃk	783
LOWLAND_MIXE	mco	green	1425	88	cuS	1		t͡suʃ	784
SAYULA_POPOLUCA	pos	green	1425	88	SuSuk	1		ʃuʃuk	785
OLUTA_POPOLUCA	plo	green	1425	88	tuSuk	1		tuʃuk	786
TEXISTEPEC_ZOQUE	poq	green	1425	88	cus	1		t͡sus	787
SOTEAPAN_ZOQUE	poi	green	1425	88	cus	1		t͡sus	788
MARIA_CHIMALAPA	zoh	green	1425	88	cuhus	1		t͡suhus	789
MIGUEL_CHIMALAPA	zoh	green	1425	88	cuS	1		t͡suʃ	790
CHIAPAS_ZOQUE	zoc	green	1425	88	cucu	1		t͡sut͡su	791
NORTH_HIGHLAND_MIXE	mto	yellow	1424	89	puc	1		put͡s	792
SOUTH_HIGHLAND_MIXE	mxp	yellow	1424	89	puc	1		put͡s	793
LOWLAND_MIXE	mco	yellow	1424	89	puc	1		put͡s	794
SAYULA_POPOLUCA	pos	yellow	1424	89	puc	1		put͡s	795
OLUTA_POPOLUCA	plo	yellow	1424	89	pus	1		pus	796
TEXISTEPEC_ZOQUE	poq	yellow	1424	89	pu7uC e7	1		puʔut͡ʃ_eʔ	797
SOTEAPAN_ZOQUE	poi	yellow	1424	89	pu7uC	1		puʔut͡ʃ	798
MARIA_CHIMALAPA	zoh	yellow	1424	89	puci7	1		put͡siʔ	799
MIGUEL_CHIMALAPA	zoh	yellow	1424	89	puc	1		put͡s	800
CHIAPAS_ZOQUE	zoc	yellow	1424	89	puc3	1		put͡sə	801
NORTH_HIGHLAND_MIXE	mto	white	1335	90	pop	1		pop	802
SOUTH_HIGHLAND_MIXE	mxp	white	1335	90	pop	1		pop	803
LOWLAND_MIXE	mco	white	1335	90	pob	1		pob	804
SAYULA_POPOLUCA	pos	white	1335	90	pop	1		pop	805
OLUTA_POPOLUCA	plo	white	1335	90	popo7	1		popoʔ	806
TEXISTEPEC_ZOQUE	poq	white	1335	90	popo7	1		popoʔ	807
SOTEAPAN_ZOQUE	poi	white	1335	90	po7obap	1		poʔobap	808
MARIA_CHIMALAPA	zoh	white	1335	90	popo7	1		popoʔ	809
MIGUEL_CHIMALAPA	zoh	white	1335	90	popo7	1		popoʔ	810
CHIAPAS_ZOQUE	zoc	white	1335	90	popo	1		popo	811
NORTH_HIGHLAND_MIXE	mto	black	163	91	y3k	1		jək	812
SOUTH_HIGHLAND_MIXE	mxp	black	163	91	y3k	1		jək	813
LOWLAND_MIXE	mco	black	163	91	yik	1		jik	814
SAYULA_POPOLUCA	pos	black	163	91	y3g3k	2		jəɡək	815
OLUTA_POPOLUCA	plo	black	163	91	y3k3k	2		jəkək	816
TEXISTEPEC_ZOQUE	poq	black	163	91	y3k	1		jək	817
SOTEAPAN_ZOQUE	poi	black	163	91	y3k	1		jək	818
MARIA_CHIMALAPA	zoh	black	163	91	y3k	1		jək	819
MIGUEL_CHIMALAPA	zoh	black	163	91	y3k	1		jək	820
CHIAPAS_ZOQUE	zoc	black	163	91	y3k	1		jək	821
NORTH_HIGHLAND_MIXE	mto	night	1233	92	cu	2		t͡su	822
SOUTH_HIGHLAND_MIXE	mxp	night	1233	92	koc	2		kot͡s	823
LOWLAND_MIXE	mco	night	1233	92	acu737	1		at͡suʔəʔ	824
SAYULA_POPOLUCA	pos	night	1233	92	cu7	1		t͡suʔ	825
OLUTA_POPOLUCA	plo	night	1233	92	cuh3	1		t͡suhə	826
TEXISTEPEC_ZOQUE	poq	night	1233	92	cu7	1		t͡suʔ	827
SOTEAPAN_ZOQUE	poi	night	1233	92	cu7u	1		t͡suʔu	828
MARIA_CHIMALAPA	zoh	night	1233	92	cu7hi	1		t͡suʔhi	829
MIGUEL_CHIMALAPA	zoh	night	1233	92	cu7	1		t͡suʔ	830
CHIAPAS_ZOQUE	zoc	night	1233	92	cu7	1		t͡suʔ	831
NORTH_HIGHLAND_MIXE	mto	warm	1232	93	an	1		an	832
SOUTH_HIGHLAND_MIXE	mxp	warm	1232	93	an	1		an	833
LOWLAND_MIXE	mco	warm	1232	93	an	1		an	834
SAYULA_POPOLUCA	pos	warm	1232	93	powik	2	also: toyap	powik	835
OLUTA_POPOLUCA	plo	warm	1232	93	hokoS	3		hokoʃ	836
MARIA_CHIMALAPA	zoh	warm	1232	93	nuc	5		nut͡s	837
MIGUEL_CHIMALAPA	zoh	warm	1232	93	yuk nuc	5		juk_nut͡s	838
CHIAPAS_ZOQUE	zoc	warm	1232	93	pih	4	also: yoka	pih	839
NORTH_HIGHLAND_MIXE	mto	cold	1287	94	SuS	1		ʃuʃ	840
SOUTH_HIGHLAND_MIXE	mxp	cold	1287	94	SuS	1		ʃuʃ	841
LOWLAND_MIXE	mco	cold	1287	94	t3C	2		tət͡ʃ	842
SAYULA_POPOLUCA	pos	cold	1287	94	payik	3		pajik	843
OLUTA_POPOLUCA	plo	cold	1287	94	tuS3k	4		tuʃək	844
TEXISTEPEC_ZOQUE	poq	cold	1287	94	pak	5		pak	845
SOTEAPAN_ZOQUE	poi	cold	1287	94	pagak	5		paɡak	846
MARIA_CHIMALAPA	zoh	cold	1287	94	wayay	6		wajaj	847
MIGUEL_CHIMALAPA	zoh	cold	1287	94	wayay7	6		wajajʔ	848
CHIAPAS_ZOQUE	zoc	cold	1287	94	pakak	5		pakak	849
NORTH_HIGHLAND_MIXE	mto	full	1429	95	uc	1		ut͡s	850
SOUTH_HIGHLAND_MIXE	mxp	full	1429	95	uhc	1		uht͡s	851
LOWLAND_MIXE	mco	full	1429	95	ku7uSy	2		kuʔuʃj	852
SAYULA_POPOLUCA	pos	full	1429	95	pacik	3		pat͡sik	853
OLUTA_POPOLUCA	plo	full	1429	95	uci	1		ut͡si	854
TEXISTEPEC_ZOQUE	poq	full	1429	95	kus de7	6		kus_deʔ	855
SOTEAPAN_ZOQUE	poi	full	1429	95	kus ne	6		kus_ne	856
MARIA_CHIMALAPA	zoh	full	1429	95	yag aN tas	7		jaɡ_aŋ_tas	857
MIGUEL_CHIMALAPA	zoh	full	1429	95	taS37	7		taʃəʔ	858
CHIAPAS_ZOQUE	zoc	full	1429	95	ho73yup3	5		hoʔəjupə	859
NORTH_HIGHLAND_MIXE	mto	new	1231	96	nam	1		nam	860
SOUTH_HIGHLAND_MIXE	mxp	new	1231	96	hempy	2		hempj	861
LOWLAND_MIXE	mco	new	1231	96	hemy	2		hemj	862
SAYULA_POPOLUCA	pos	new	1231	96	namay	1		namaj	863
OLUTA_POPOLUCA	plo	new	1231	96	nam3	1		namə	864
TEXISTEPEC_ZOQUE	poq	new	1231	96	hom3 na7	2		homə_naʔ	865
SOTEAPAN_ZOQUE	poi	new	1231	96	homi	2		homi	866
MARIA_CHIMALAPA	zoh	new	1231	96	home7	2		homeʔ	867
MIGUEL_CHIMALAPA	zoh	new	1231	96	home7	2		homeʔ	868
CHIAPAS_ZOQUE	zoc	new	1231	96	home	2		home	869
NORTH_HIGHLAND_MIXE	mto	good	1035	97	oy	1		oj	870
SOUTH_HIGHLAND_MIXE	mxp	good	1035	97	ey	1		ej	871
LOWLAND_MIXE	mco	good	1035	97	oy	1		oj	872
SAYULA_POPOLUCA	pos	good	1035	97	oy	1		oj	873
OLUTA_POPOLUCA	plo	good	1035	97	nioya	1	also: oya	nioja	874
TEXISTEPEC_ZOQUE	poq	good	1035	97	w3	2		wə	875
SOTEAPAN_ZOQUE	poi	good	1035	97	w3	2		wə	876
MIGUEL_CHIMALAPA	zoh	good	1035	97	w3h3	2		wəhə	877
CHIAPAS_ZOQUE	zoc	good	1035	97	oye	1		oje	878
NORTH_HIGHLAND_MIXE	mto	round	1395	98	piguk	1		piɡuk	879
SOUTH_HIGHLAND_MIXE	mxp	round	1395	98	pek	1		pek	880
LOWLAND_MIXE	mco	round	1395	98	pik	1		pik	881
SAYULA_POPOLUCA	pos	round	1395	98	hoyoy	2		hojoj	882
TEXISTEPEC_ZOQUE	poq	round	1395	98	woy woy Ce	3		woj_woj_t͡ʃe	883
SOTEAPAN_ZOQUE	poi	round	1395	98	woyo	3		wojo	884
CHIAPAS_ZOQUE	zoc	round	1395	98	huyuh	2		hujuh	885
NORTH_HIGHLAND_MIXE	mto	dry	1398	99	t373c	1		təʔət͡s	886
SOUTH_HIGHLAND_MIXE	mxp	dry	1398	99	t373c	1		təʔət͡s	887
LOWLAND_MIXE	mco	dry	1398	99	t373c	1		təʔət͡s	888
SAYULA_POPOLUCA	pos	dry	1398	99	kuyt3c	1		kujtət͡s	889
OLUTA_POPOLUCA	plo	dry	1398	99	t373s	1		təʔəs	890
TEXISTEPEC_ZOQUE	poq	dry	1398	99	t3c ka7	1		tət͡s_kaʔ	891
SOTEAPAN_ZOQUE	poi	dry	1398	99	ku t3c	1		ku_tət͡s	892
MARIA_CHIMALAPA	zoh	dry	1398	99	yak y3c	1		jak_jət͡s	893
MIGUEL_CHIMALAPA	zoh	dry	1398	99	t3ci7	1		tət͡siʔ	894
CHIAPAS_ZOQUE	zoc	dry	1398	99	t3c	1		tət͡s	895
NORTH_HIGHLAND_MIXE	mto	name	1405	100	S3	1		ʃə	896
SOUTH_HIGHLAND_MIXE	mxp	name	1405	100	S3	1		ʃə	897
LOWLAND_MIXE	mco	name	1405	100	S3	1		ʃə	898
SAYULA_POPOLUCA	pos	name	1405	100	n3hy	2		nəhj	899
OLUTA_POPOLUCA	plo	name	1405	100	S3v3	1		ʃəvə	900
TEXISTEPEC_ZOQUE	poq	name	1405	100	d3y	2		dəj	901
SOTEAPAN_ZOQUE	poi	name	1405	100	n3yi	2		nəji	902
MARIA_CHIMALAPA	zoh	name	1405	100	n3hi	2		nəhi	903
MIGUEL_CHIMALAPA	zoh	name	1405	100	h3hi	2		həhi	904
CHIAPAS_ZOQUE	zoc	name	1405	100	n3y	2		nəj	905
